α₁ f₁ α₂ variance ν μ A ϕ T₀
1.293443796597882667e+00 1.307094728648505733e-02 3.211297565152200661e+00 2.327472759666955604e-02 1.066609473327139845e+00 2.132637144359329717e+00 2.616799007922123166e-01 2.669054257210947245e+00 5.881228648141029680e+02
1.347830737125110367e+00 9.779874066607048902e-03 2.805146314941408647e+00 1.629442897951703662e-02 1.074516461859424732e+00 8.725996913873867999e-01 1.641716641289028833e-01 3.386366550334445336e+00 6.633169156194420566e+02
1.234056873595738679e+00 2.640440222760599698e-02 3.058992007673135838e+00 7.939734306902002450e-03 8.944085995759196717e-01 1.437343764407209346e+00 1.545900111260265497e-01 1.669885469269806855e+00 2.539569645795358213e+02
1.112354685438786683e+00 3.948435750994522785e-03 2.849195552569136147e+00 3.418035298773569597e-02 9.920694877173539261e-01 1.824715844199979564e+00 3.922685490352740278e-01 4.854488822224314326e+00 6.525006209986246404e+02
6.692511715070563749e-01 1.988259204274491453e-03 3.020802486483229465e+00 1.098450306315128938e-01 1.088682293841074733e+00 1.773282681735460331e+00 2.387801672362105110e-01 2.976907907998003200e+00 6.318964746566994108e+02
8.998972191596834591e-01 8.831565917624942599e-03 3.136773371005656230e+00 2.447381049077538423e-02 9.873047941648931403e-01 1.036982914096968633e+00 3.220116550325372029e-01 4.045472134350537097e+00 6.077725963567551162e+02
1.427223979056230441e+00 9.984465412718929872e-03 3.129465850761516954e+00 2.845041284992387218e-02 1.146371646499465102e+00 1.411226997152130735e+00 2.871384236990267569e-01 1.593343751744330294e+00 5.335795742658939389e+02
1.242101878416470795e+00 1.288161915624787268e-02 3.180296759305751841e+00 1.907300640558085014e-02 1.192166511546694840e+00 1.062369684611354392e+00 2.617036715639462496e-01 2.919993281270496066e+00 2.651196150666559674e+02
2.851221674772950188e-01 1.368874120758801138e-03 2.566787802354447479e+00 3.747237697070444212e-02 1.078223562747357533e+00 1.155603233763675020e+00 1.479622066486940557e-01 3.827318334832060742e+00 4.287112758565996273e+02
1.148652135492055359e+00 9.588712600880133080e-03 3.083354717477099882e+00 2.246465973249633929e-02 1.045084549105719685e+00 1.439691053465279369e+00 3.861393776016424639e-01 2.942116232904063988e+00 6.516992693991528540e+02
1.439104772663080789e+00 1.485325874592461140e-02 3.175139915658075296e+00 2.154903263047059508e-02 1.295167744616284811e+00 2.599884498812286893e+00 1.996355804549218849e-01 4.602161335594607827e+00 6.474553889594686780e+02
6.079220149678921103e-01 2.868168354857300161e-03 2.620281151522504626e+00 2.081903567862757390e-02 1.109713425814849552e+00 1.312442535396799448e+00 2.404503268846590602e-01 2.991298501677445376e+00 5.275256300473353122e+02
1.184892535742416930e+00 9.172830610368148258e-03 2.896588612647166272e+00 1.843004270881599266e-02 1.162156674277476265e+00 1.274047576762664891e+00 9.728553560578696857e-02 1.792481790227731464e+00 4.906129804543837167e+02
7.877740814226994459e-01 5.587370093048028841e-03 2.991333648157694647e+00 2.924185610341310457e-02 1.206390207496995215e+00 7.029873439720845107e-01 8.275345713745030363e-02 3.134857550707044638e+00 2.952810839599806059e+02
4.068527987794368639e-01 4.168969916468332447e-03 2.885509755471469262e+00 3.722699472939575843e-02 1.086707574055997938e+00 1.308039531359946661e+00 4.282200580277683577e-01 2.906416159910387265e+00 6.292278749655445154e+02
1.341544606698518827e+00 9.091110279959542864e-03 2.994774165439539892e+00 3.016479103835961392e-02 9.130163210787193284e-01 2.096115999659185825e+00 2.431745220718988243e-01 1.851319252950461403e+00 2.604667254484544401e+02
1.456252441502069672e+00 1.955631445504845897e-02 3.347596074388590637e+00 1.846971348278527575e-02 1.075271473642881004e+00 1.598131784476998662e+00 1.241745791906436330e-01 2.642374575395085134e+00 2.872520762258837408e+02
9.693820060396283189e-01 6.768517036147915326e-03 2.986391900669887800e+00 2.607133497911321915e-02 1.206333969113025262e+00 1.098929669248802199e+00 3.336365246648649308e-01 4.238680641301126428e+00 5.698671174787058362e+02
8.803617207989757887e-01 8.007765654110470671e-03 2.976439754629702783e+00 2.013908416350736544e-02 1.096676831873733216e+00 1.153206422618400673e+00 1.211163693135501734e-01 4.139350499762384672e+00 6.214294775497448882e+02
1.311019493309104167e+00 1.514100683803394458e-02 3.355930701068652766e+00 2.030556643370385467e-02 1.214572180630763443e+00 1.631253402603013214e+00 2.420716015669027721e-01 3.588451356460476749e+00 6.476671895218382815e+02
6.236610355791147864e-01 1.527779577474300265e-02 3.589732481508899120e+00 1.310617464496686632e-02 1.313031613066888648e+00 1.337497952393912781e+00 1.320428791896794962e-01 2.140939992175359574e+00 2.574831391238616902e+02
4.663410656789778175e-01 1.526026649265520676e-03 2.674617746620232328e+00 5.230093262817204353e-02 1.176464008860255372e+00 1.711863579634413046e+00 4.884208327453226639e-01 4.662833164745903147e+00 6.852145926201901602e+02
1.462054746131368432e+00 2.060705982137443423e-02 3.017828392001384419e+00 1.544788623967068356e-02 1.133950157997887009e+00 1.752820128378514530e+00 3.318892753296587839e-01 3.299704762223946819e+00 5.443899393213953317e+02
1.446476567574853211e+00 2.180047476838601825e-02 3.387792696726570352e+00 1.585708938222161329e-02 1.117600295315386294e+00 1.547423015672954927e+00 2.177132819685925758e-01 1.394181882008846296e+00 1.527104523781254670e+02
9.135441019145305042e-01 1.594382994242082852e-02 3.588723497645529115e+00 1.626169738994464806e-02 1.250382739686427769e+00 1.409964228535380393e+00 4.011740091429107369e-01 3.839400050113670027e+00 7.266386261899247074e+02
8.277161135315138640e-01 5.574738863063571220e-03 2.963560723477820957e+00 2.709233453994867175e-02 1.313657546353888872e+00 1.306905427062411862e+00 2.443524331185048526e-01 3.346677612889076503e+00 5.481119516142479142e+02
1.398433750675892373e+00 1.961149578296501970e-03 2.576526899535262149e+00 3.482132633486969414e-02 1.127147188837399838e+00 6.601107161613871677e-01 3.574918841746387299e-01 3.305410246709391764e+00 6.778128343997416323e+02
1.426801826674267026e+00 2.342799202730124972e-02 3.384537344006071535e+00 1.427805136967409162e-02 1.208783254754493441e+00 1.546421873972109173e+00 1.006850539841384479e-01 2.895554881906901468e+00 7.130977829186859935e+02
1.498334158123735049e+00 1.478709083618433978e-02 2.886777454377187802e+00 1.837057401716930133e-02 1.006995365451893498e+00 8.382024050118190850e-01 4.323035638464147179e-01 2.689364543243410122e+00 6.470722150692432706e+02
9.310168219238499354e-01 2.115289844222073990e-03 2.986928806666382386e+00 8.202063704341955308e-02 1.118651276785024740e+00 1.238975901115054290e+00 4.531952724168911706e-01 2.428934115909843428e+00 6.888811180730507431e+02
1.251574156304940733e+00 1.209725346542836998e-02 3.243977237224163090e+00 1.923525080847080654e-02 1.238617677398833550e+00 7.731583653483965479e-01 9.600522080308360184e-02 1.664512627305332781e+00 2.383631260869073287e+02
1.198036809660609547e+00 1.823618134783036235e-02 3.451472917442828248e+00 1.686787835471638061e-02 1.124028304840916093e+00 1.310329335686164054e+00 2.381985794933129952e-01 3.532159545287929081e+00 5.357631723509675794e+02
1.286995024031803991e+00 2.775478977998474192e-02 3.522737270001658594e+00 9.062987127289506839e-03 1.006158064375089367e+00 1.393924677223569830e+00 1.874350785602308944e-01 2.620021448187260571e+00 2.716161577997338554e+02
9.994215625813747117e-01 2.528141016578250733e-03 2.872204649416062239e+00 5.146684150721071022e-02 1.285005540801383406e+00 9.994515350773147677e-01 2.186470500818522011e-01 4.070748196881007530e+00 4.403230434038629255e+02
4.885484722172213079e-01 4.125081813905094423e-03 2.743038593536306635e+00 2.115638158286180237e-02 1.008536285012834988e+00 1.306841981937620245e+00 3.638684418051453817e-01 3.795209592894907225e+00 5.555204441187710245e+02
1.199422212616848560e+00 3.564225876005573668e-02 3.777260714656053509e+00 1.069804889274367926e-02 1.184175013747544192e+00 1.127993268804929894e+00 2.664075927862055160e-01 2.659834059364004410e+00 6.757194593772580902e+02
3.686086705879093595e-01 2.855532023676312248e-03 2.809182403543607709e+00 3.933738067007443162e-02 1.041977602397816449e+00 1.125189852306857974e+00 1.655585396545982135e-01 1.771113271744209960e+00 4.071034661269355865e+02
8.625929466104877985e-01 1.759088803281005312e-03 2.504449378096198053e+00 2.692773042125271368e-02 1.135392356236968325e+00 9.968080867380877397e-01 1.513967824890843916e-01 2.121029546241407271e+00 6.199548706000002767e+02
1.362808762513206595e+00 5.102361934703454095e-03 3.006256244186009674e+00 4.270458061275216044e-02 1.225364728667963865e+00 -9.700385240881530535e-01 5.038727256002559773e-01 2.870877690494484824e+00 6.012037557635793519e+02
6.970413239483868040e-01 6.175293474584022356e-03 2.817371161710485516e+00 2.025072194459129685e-02 1.065687389222938597e+00 1.296941023147252681e+00 1.229866894436548314e-01 3.840110681721907948e+00 6.552051582608255558e+02
1.144522584775214291e+00 1.003457608669045334e-02 3.072847114576820360e+00 2.905380500107688363e-02 1.025912950946089586e+00 1.054191368592798383e+00 5.548143044828346415e-01 3.009555872737859072e+00 7.105174766861211992e+02
1.197176843407026015e+00 5.035935707243776628e-03 3.075055903601914942e+00 4.827843269860286612e-02 1.173108475329398770e+00 1.822242589884053077e+00 6.914703661662625900e-02 3.050266855072841232e-01 4.050596937261675521e+02
1.288299313636625421e+00 4.079568172545773239e-03 2.792251200710930803e+00 3.892905214993311325e-02 1.060471570774603078e+00 8.539804361235034946e-01 5.930897386037178864e-02 3.400496245534705420e+00 5.876223407081176902e+02
1.438298039236956649e+00 2.132489367957874672e-03 2.512704463934050558e+00 2.407624223112884987e-02 1.008750042922462065e+00 1.545148607030109922e+00 5.885981925507807189e-01 3.788508259798076150e+00 7.217047658023847134e+02
9.328026215006401944e-01 3.814195594979192042e-03 2.663066362014355981e+00 3.141004590957332393e-02 9.782231062060364746e-01 1.894219825765449006e+00 9.000047424955270881e-02 5.411866715729836130e+00 5.872988521585657509e+02
1.328328403196436858e+00 2.459604366454963900e-02 3.378900490327295891e+00 1.321122703905544885e-02 1.201743682232958577e+00 1.705022023056844915e+00 1.323268067225134847e-01 2.103211577418182099e+00 2.773212888943265853e+02
9.525409653881276029e-01 3.847601573541496820e-03 2.892946646927344378e+00 4.905631686732135621e-02 1.147070908412741286e+00 1.503078274532244851e+00 4.479831963434587894e-01 2.033742498695198631e+00 7.271317754860534706e+02
7.637351138863783806e-01 3.439261637585306914e-03 2.677596265829867317e+00 2.572621225710127607e-02 9.535718313919082645e-01 8.961149893755286922e-01 2.299221814005828479e-01 2.965778159780609879e+00 4.551210673414856274e+02
1.124840851573015499e+00 8.133022699823817120e-03 3.202308768661753735e+00 3.490999992915962136e-02 1.256957558897882077e+00 1.986264041028060312e+00 2.115366932859144844e-01 2.866466335586494996e+00 3.241654841965292349e+02
8.691111163961537933e-01 7.971478195390924518e-03 3.145386962528922581e+00 1.875532011757219744e-02 1.272828145985050119e+00 1.574749936577352960e+00 1.536234532371955896e-01 3.980829121641151325e+00 5.696639701738384929e+02
1.449864082133484278e+00 8.289166637435152127e-03 2.963059498465077990e+00 1.932985060020443735e-02 1.100697961637260747e+00 2.748998353966490171e+00 4.135069952349078592e-01 3.927114138417890921e+00 6.858781573055574654e+02
1.100412703702750905e+00 7.851338293913790681e-04 2.739663095587965280e+00 6.685236730693462637e-02 1.159275285160674684e+00 1.716088344889950434e+00 5.088498285341368499e-01 2.325057227936336623e+00 5.984356467519638727e+02
9.262279017346982668e-01 1.180376903973220188e-03 2.536481127681563308e+00 5.040443632222223191e-02 1.028689740662982910e+00 1.046600660706712649e+00 2.142408738321372186e-01 3.140123022293670907e+00 2.648307148624814999e+02
1.302449799029998800e+00 2.785533082870719768e-02 3.591617155935050043e+00 9.784345594085074385e-03 1.217010788344966565e+00 1.059972094248252450e+00 2.056324832176480988e-01 2.704121188290467881e+00 2.717577085464703259e+02
9.177762019546074068e-01 9.458043542941305809e-03 3.288500584589529652e+00 2.011125320922085152e-02 1.405728203127088571e+00 1.121648635966407959e+00 1.987287849343907231e-01 3.327198031362469166e+00 6.070772244942672842e+02
1.353640723831092796e+00 8.996055781294171050e-03 2.957742755482637875e+00 2.203283402330030380e-02 1.138584186451379487e+00 1.407792048971304721e+00 1.235583782027438460e-01 2.568388651690081126e+00 1.583892111127646842e+02
1.331710651478578811e+00 1.769808978544049061e-02 3.534559725610596281e+00 2.061138548801868392e-02 1.186411115002704575e+00 1.985604068955137969e+00 1.561841384143309308e-01 3.203297288367044970e+00 2.840291990374099669e+02
1.424809655720947310e+00 6.792348115554174004e-03 2.926234779790873652e+00 2.659264840930719576e-02 1.326447035575249567e+00 1.227545312910883535e+00 1.935955071369666602e-01 2.173880595098115709e+00 4.609096629570106529e+02
5.786249856165956995e-01 6.242953056934934068e-03 2.963396789648599317e+00 2.254048282610282561e-02 1.201491957264229526e+00 1.002942198151724362e+00 3.913056784568890167e-01 3.512273416007896554e+00 6.797752713028069138e+02
1.423649419713829856e+00 1.122405571237356306e-02 2.822385413928603093e+00 1.430398560404268389e-02 1.353904441311969853e+00 9.185537770893661413e-01 1.171163025231289484e-01 2.821371260635560763e+00 2.744451827483343322e+02
1.178652813470314475e+00 2.301296608343796068e-02 3.582992338189862735e+00 1.211664151074755627e-02 1.338716330865298954e+00 1.178248595686424594e+00 2.731440073802671731e-01 2.915845210985258618e+00 5.286023565627731386e+02
8.986499653516600850e-01 9.525226941649712550e-03 3.101520658651761853e+00 1.483174420684902316e-02 1.011938367361527646e+00 1.184673178717551290e+00 2.313626760618500144e-01 3.849817405448738850e+00 2.932310155791555530e+02
4.540035952559258181e-01 3.144494997354249817e-03 2.717879761065074895e+00 3.185965430437043278e-02 1.048867735809726254e+00 1.067985054873164197e+00 2.671425118536305265e-01 3.471647034311089008e+00 5.314645520343840417e+02
1.362031118616659153e+00 2.400880553919396490e-02 3.314792139367737978e+00 1.062530383327634984e-02 1.188764008208111900e+00 1.807297591226525668e+00 3.742216342209637725e-01 2.936008373207524169e+00 6.266199495701342812e+02
1.360014224819236617e+00 1.550216807686367708e-02 3.038616903398004609e+00 1.340699548226242065e-02 1.294021138152434691e+00 1.096892435977597557e+00 1.315298828221511118e-01 1.335732039171840135e+00 4.496097479251515665e+02
1.264141952192560314e+00 1.101943126427078375e-02 2.949200257425334648e+00 1.671284838947064214e-02 9.420261328729107042e-01 1.686461592493824657e+00 1.431519068773596248e-01 1.311207068478243309e+00 4.847732587999302609e+02
4.725149215029836314e-01 3.615841790139163146e-03 3.041604392944095014e+00 4.570304002999023979e-02 1.305783564580317080e+00 8.534017728338355591e-01 4.645449816077850680e-01 5.238810368176650911e+00 6.459040911735198733e+02
1.064238380903975489e+00 9.759174268922466561e-03 2.938529612558496318e+00 1.765065649423216976e-02 1.129069848942933385e+00 1.288246073656445168e+00 4.878776328783329674e-01 2.529578453407816951e+00 6.985676578241573225e+02
9.099212445507512959e-01 7.278310844910011387e-03 2.835556290348142383e+00 1.442319906003775368e-02 1.003063299450227097e+00 1.259060509915300718e+00 2.221255752917812576e-01 2.363295839619825589e+00 5.136599118876946477e+02
1.425148118604052438e+00 3.320611321218535500e-02 3.914077345618138359e+00 1.182563074443585861e-02 1.298889324664039391e+00 8.775735585622103097e-01 1.817240957475284580e-01 4.196756470168278574e-01 4.529826363797654949e+02
1.042263037666811831e+00 1.066695999640171651e-02 2.897890179726726245e+00 1.598208339072311468e-02 1.181487906409454780e+00 1.286642564507339825e+00 2.310555142310161403e-01 2.527875873309245680e+00 1.583301247887984857e+02
4.107205681573692369e-01 9.456914459544608822e-04 2.710427626719401406e+00 6.386473947451494493e-02 1.113152401493661792e+00 1.230062604352037292e+00 2.823331192558202751e-01 3.245891578711405767e+00 6.701146183701589507e+02
