α₁ f₁ α₂ f₂ α₃ variance ν μ
9.391399008934340209e-01 8.647794019513861327e-03 2.778278160989419820e+00 6.468841999379169039e+00 2.988595935506111800e+00 1.018925993686936940e-02 1.151697430640131747e+00 3.284913224344486182e-01
1.196954710105077702e+00 1.336954363933294965e-03 2.748021226185742627e+00 3.659030651458286369e-03 2.959426467765310598e+00 4.145232673386984451e-02 1.212098014917920130e+00 -2.555026382595656509e-01
1.220583736896813321e+00 3.458295242764665260e-03 2.069011098897279854e+00 3.595328966072474514e-02 3.287555995475011095e+00 1.148341211294355568e-02 1.215745708870926700e+00 2.464007971695555133e-01
6.082945926091500866e-01 4.131511329003250896e-03 2.849412115793300337e+00 3.265199059301575613e+00 3.456737105512835750e+00 2.013568273851763790e-02 1.211925132276342243e+00 2.605562751501115937e-01
8.120180509831942395e-01 3.393645881475649780e-04 2.064605727825342019e+00 6.718935743762154134e-02 3.596711421205534887e+00 1.581644506212180959e-02 9.781570682852038789e-01 -5.038005009185064775e-02
9.751467472484398602e-01 3.475864626696759975e-03 2.057207992432537935e+00 2.029578389005377848e-02 3.352059723125000446e+00 1.459608599264718663e-02 1.119581247046401051e+00 2.834275483594675404e-01
7.974461959333065675e-01 4.247274266979793843e-03 2.331274197166109285e+00 3.968421963327446039e-02 3.673074337312966620e+00 1.801184263087395043e-02 1.076281478299971894e+00 9.831198132729812578e-02
2.256915641469513234e-01 1.940049485727601266e-03 2.571878495926686714e+00 1.813061969842900134e-01 3.606173759011864099e+00 2.592489885532102759e-02 1.292911348186473797e+00 3.165048033785070603e-01
1.981821401271163796e-02 5.528642077700647410e-04 7.251702042410308469e-01 1.253499431090454499e-03 2.613110972113127595e+00 1.874670410218971447e-02 1.112408097759741921e+00 -2.109811029691355255e-02
1.151236442679098637e+00 2.108386876850641429e-03 1.899017048927413853e+00 7.134702315490579205e-02 3.896438263197988139e+00 7.621597342041243339e-03 1.143571386757956221e+00 -2.357508244369568295e-01
4.751781610054645055e-01 4.142565719284874788e-04 1.187564114757172717e+00 2.921456253442768734e-03 2.613466880104877266e+00 1.825015508511854817e-02 9.890768502128101103e-01 1.612450870300614347e-01
6.496607615881277997e-01 2.659930681494415607e-03 2.582858848353058789e+00 8.153034764623394715e-01 3.088806942063048844e+00 1.974537784523042877e-02 1.212205838984814044e+00 2.935772534197029771e-01
1.174013957309149037e+00 2.822452693365363422e-03 2.443559141363230935e+00 1.392658569377482891e-01 2.704547922162622076e+00 1.415927914441644266e-02 9.406809508702733691e-01 3.508651533163084646e-01
8.275673261839437966e-01 3.348091939714153802e-03 2.676414238683558544e+00 1.246896670033118326e+00 3.900608090978103348e+00 1.744889195609113097e-02 9.916125409498433019e-01 3.199364519734044232e-01
2.233782732930669757e-01 3.909127066024120287e-03 2.833673429507284069e+00 7.724351172248610231e-01 3.014214193756396654e+00 1.701946744817612114e-02 1.111146115154797664e+00 3.342912202119621146e-01
7.632882362989144021e-01 3.665899126845261532e-03 2.813707832368177897e+00 5.932053922992064354e-01 3.428484961317876056e+00 2.254028508063809361e-02 1.276379219230487028e+00 3.651867412008835689e-01
4.628355633988417428e-01 8.197584219319420428e-04 2.573885903647223916e+00 1.282064001395506747e-01 3.402126609836748639e+00 4.144405000020211227e-02 1.062220089673714174e+00 2.520449183081163724e-01
1.195544256846618747e-01 5.361256424182982800e-04 2.201461734960299399e+00 4.291339497020733862e-02 3.295948822370907472e+00 2.370587163471718148e-02 9.752956855302425954e-01 7.020140986222577206e-01
3.143176912127867983e-01 1.998251653696231193e-03 2.242104105201693454e+00 5.853289093698393897e-02 3.725994151497739715e+00 1.397486114299838385e-02 1.224873564208864396e+00 9.360044310220433372e-02
1.031148927684043759e+00 1.323882907183431511e-02 3.436126206805767858e+00 6.260581321015797229e+00 3.496477145238315654e+00 1.465710518530437614e-02 1.258966929930562584e+00 3.647719244763617530e-01
7.755657893986043216e-01 6.650856166269957133e-04 2.406387946378827358e+00 1.682385792301536731e-01 3.824983398340314533e+00 1.605390208667415927e-02 1.145253288925524471e+00 5.062230144210445593e-01
3.227292343186388690e-01 1.106342475702124569e-03 2.483298353053262630e+00 4.695591457307788374e+00 2.849073537098624875e+00 2.256339053421754087e-02 1.051840427559626701e+00 2.410208251043451932e-01
3.143549713045297178e-01 1.637998052332612304e-03 2.871610590211286507e+00 9.313842420578991366e+00 3.776836303848501331e+00 4.997321488458345701e-02 1.330343236096579895e+00 1.943205258307703631e-01
1.035002758206372331e+00 5.848514836487191115e-04 2.497114339636867797e+00 2.462609194253537886e-02 3.028480302389792378e+00 5.506190315710853683e-02 1.178929251310047777e+00 2.740870946328647362e-01
9.113622333442632506e-01 1.132749255946379928e-03 2.470190566571099033e+00 7.321348619968391924e-01 3.882265547173767040e+00 1.985408969332731061e-02 1.001807558291332167e+00 8.186733851768559500e-01
7.464871014919036152e-02 1.657563466513712128e-03 1.986818880103464968e+00 9.509307686620898856e-03 2.728414805141965882e+00 1.119811936581494201e-02 1.198220987852730568e+00 2.335524392787164949e-01
1.214829446538404412e+00 1.786767543617559170e-02 3.507500408200106001e+00 3.552891252248270570e-02 3.760137195087110751e+00 1.332385328967283095e-02 1.208807686593490249e+00 1.349995327348122720e-01
1.092081166154877270e+00 4.225181814832421751e-03 2.677412092464918292e+00 6.025966820869102847e+00 3.579209243204968693e+00 1.425971882070876072e-02 1.059659913785476970e+00 -2.132307579233433392e-02
3.273182284612314863e-01 2.743727819643219674e-03 2.817911186448653460e+00 7.122629407066963125e+00 2.867046821543160817e+00 2.183370126390479088e-02 1.085267287421668447e+00 3.824322260117081207e-01
9.029532757697629197e-01 4.042692526676217903e-03 2.560613892229302913e+00 5.250658504908141122e-01 2.695802732458185247e+00 1.358557353976451790e-02 1.006288169189978765e+00 2.768379595498369206e-01
1.129947868896893137e+00 7.093667066113553549e-03 2.902564142945863068e+00 1.002477065037164605e+00 3.619775474936549386e+00 1.761818921572751162e-02 1.188854924773133037e+00 -5.703461608550849382e-01
6.854423903222740533e-01 2.920914596956437556e-03 2.722595131166204663e+00 2.050037469819560032e-01 3.445943425094871948e+00 3.413084796240695162e-02 1.141798876200831980e+00 5.833124589398595017e-01
1.239207384800532219e-01 5.083379801978000784e-04 2.572615749449495226e+00 4.702839984098027837e-01 3.537162069988819990e+00 3.464443554561268124e-02 1.200770359325780356e+00 -2.100809505301287627e-02
4.028135365357443654e-01 6.833940245190011243e-04 2.432108934815574219e+00 8.243802384136379724e-02 3.017695941828864470e+00 3.232399884899124498e-02 1.289789253183084350e+00 3.009650972293638760e-01
4.644771784932627545e-01 1.062541646080877129e-03 2.039621768202311891e+00 2.278265821297534646e-02 2.922017014006189406e+00 1.767616768120923790e-02 1.067981511203768052e+00 4.428635269483618409e-01
8.858765000657199407e-01 5.944556782571029825e-03 2.241600201214560606e+00 2.459330940383569128e-02 3.096093356136731423e+00 9.745121856990904274e-03 1.026869441263382532e+00 1.567120344610156701e-02
9.743024022432829057e-01 1.773619543139409033e-02 3.399512706845878363e+00 4.711831659623617163e+00 3.706100200118620069e+00 8.189112837956378024e-03 1.228404578504107336e+00 1.168983509399386389e-01
8.770332570156538776e-02 8.215848324247485837e-04 2.430412756629055426e+00 4.144391201613382980e-02 3.017844997160607612e+00 3.662485031300530963e-02 1.046662548912364432e+00 -3.301973797853037240e-01
1.131647810323320513e+00 4.608209795972297018e-03 2.381605652156894237e+00 2.355959796106169013e-02 2.668491689964488600e+00 1.253389251256685662e-02 9.475369997222296004e-01 8.057219959185191183e-02
1.059453262874543000e+00 2.044885857493411972e-03 2.565327191193756295e+00 3.236265084855398638e-03 2.721541345478427854e+00 2.635857693113610734e-02 1.101773921026210967e+00 9.061402599203165487e-01
1.048915301422068458e+00 1.715612412816141120e-03 1.851307056476025892e+00 5.245838169183535300e-03 2.852786105272405059e+00 2.001701620418270058e-02 1.076583874472993863e+00 -1.676632984137420013e-01
4.822436217600375441e-01 1.583656991617127295e-03 2.631737185822587755e+00 1.764695976606165950e-01 2.939197426408490355e+00 4.319978874075114383e-02 9.855048502597953952e-01 2.968090529011533363e-01
9.989907705653502390e-01 1.668774373613498034e-03 2.244176459406727719e+00 1.624528329892210507e-02 2.499434097039314739e+00 1.245523212285992894e-02 9.848862428647990885e-01 3.362475741773066629e-01
6.060325184676574883e-01 4.157632456291991685e-03 2.534792549813018603e+00 4.824924392547712548e-01 2.868699453303071412e+00 9.309022858267434683e-03 1.278509904330364044e+00 2.509407998782434146e-01
9.042144914467320493e-01 6.848418827827849886e-03 2.879962401885499901e+00 3.546898486316484966e+00 2.969944455466078992e+00 1.299721128017846707e-02 1.078993636573077008e+00 -4.955997408830570272e-03
7.253930590205122098e-01 1.528697082986418387e-03 2.436645177208891511e+00 1.697463629222718817e-01 3.396840770815123367e+00 1.873908924256154768e-02 1.092189489363115662e+00 1.222932613835595039e-01
6.883007756658843235e-01 7.996410414979997217e-03 2.887639870671456332e+00 5.402074734873248296e+00 3.219022503572077198e+00 9.533616101965482897e-03 1.117120064650563682e+00 1.908261057040843145e-01
6.810301210813023420e-01 8.287358486776233782e-03 2.696265095643342491e+00 1.711597045192585764e-01 3.116912990802598316e+00 6.701795772305393223e-03 1.071812739216968069e+00 1.693334302408063263e-01
1.040209001207074158e+00 4.573250258449868661e-04 1.825064559537024511e+00 1.298964492531347629e-03 2.542908389622150267e+00 1.512404654663025531e-02 1.122053341386675562e+00 3.655307008088404253e-02
1.106738953245387513e+00 1.272679886093069056e-02 3.009499252395272606e+00 9.634042414989954506e-02 3.076908915098154562e+00 9.438330770583853654e-03 1.161023497739326116e+00 6.752153973502347806e-02
1.048558756964093508e+00 2.925846683669202589e-03 2.256577841935452522e+00 4.235597750782688076e-02 3.454199449580516390e+00 1.986411790650442072e-02 1.059420478707708835e+00 -2.038399752094481876e-01
1.100190687590253180e+00 5.117511158769821877e-03 2.786369393999483801e+00 3.638251124118844215e-01 3.503105523288935430e+00 1.350553795992522239e-02 1.176100892038983936e+00 9.406677942358743216e-01
1.093093090786553256e+00 5.776289634431286141e-04 1.886215634786067907e+00 4.311515336176299090e-02 3.870517738521813023e+00 1.207720014566278192e-02 1.142034186188952916e+00 1.026020082058359595e+00
1.050498207827626374e+00 3.736153072079429101e-03 2.911223591572745573e+00 2.000917226467196219e-01 3.229629846997642328e+00 3.576138513251080758e-02 1.199324471355920130e+00 7.569690171354950259e-01
8.955485852435979277e-01 8.329130305537892423e-03 3.052320516478261414e+00 2.714945275578500850e-01 3.164726651950996672e+00 1.157656271934375675e-02 1.148225034205349715e+00 9.490215524602979569e-02
6.378175042137639306e-01 6.103202866974572274e-03 1.808445962365096804e+00 1.096520179526308536e-02 3.283410321110284080e+00 1.110815939123602561e-02 1.245407964066227224e+00 1.978009138578659676e-01
1.055770232027457289e-01 4.403886896640925438e-04 4.460766517906622486e-01 3.341470811867226255e-03 2.868399120575209515e+00 1.988209936495690874e-02 9.319072996057145009e-01 2.604771561250703860e-01
1.116270432388104972e+00 1.475027681371125603e-02 3.007196453740221820e+00 3.116626502435319246e+00 3.294503496062345604e+00 1.054338568510774371e-02 1.121340122049080401e+00 1.449898387483977147e-01
1.455296585553024491e-01 3.659557958028306990e-04 2.458263249204302170e+00 1.215384986938777487e-02 2.810347961373467651e+00 4.317898413979359001e-02 1.087892981030934347e+00 6.944495015519688286e-01
1.162254165001777029e+00 6.147065393718290126e-04 2.099725731944580343e+00 7.513782899642697244e-02 3.565949468547788381e+00 1.517161833003059963e-02 1.119702206009643541e+00 -2.553490755757433783e-01
6.757407144614222538e-01 2.192443505755398581e-03 2.459788412875985486e+00 1.973142259634409479e-01 3.802337836087215095e+00 1.596506843082525634e-02 1.121013723559165731e+00 2.877512022828438432e-01
1.079842969795142160e+00 5.596539705180586868e-03 3.000228995866451420e+00 1.948252895194246381e+00 3.770478720178644494e+00 1.733784243051791213e-02 1.248825707372529736e+00 7.682840485161995803e-01
4.062054270555379154e-01 2.165903153086165111e-03 2.425530277234219323e+00 3.037399425928721808e-02 2.989754378778559651e+00 2.021489757841617510e-02 1.068158833273842534e+00 4.195895152228710234e-01
7.363018479375122993e-01 2.602015005366735325e-03 1.351696679568746617e+00 3.507181833655045444e-03 2.915603480467320097e+00 2.035600786463118497e-02 1.120471544087846993e+00 -7.269488749836822139e-02
1.016511817402134588e+00 1.097814413512711133e-02 3.044874375633018104e+00 3.860117637535419588e-01 3.660796099812710480e+00 1.298954187980125990e-02 9.981009890711107779e-01 1.427673325860604747e-01
3.467266656321562612e-01 3.815225023355703002e-03 2.682443334934391022e+00 2.215467866484626569e+00 2.926721346706870008e+00 1.749707989661768853e-02 1.089256448935363775e+00 1.598785022578081416e-01
4.261224710808502736e-01 5.009636206329000363e-03 2.848370742983437953e+00 3.266735358297263137e+00 3.036077343783090576e+00 1.975504097719461838e-02 1.050013982022657943e+00 3.366238944269959732e-01
2.661558139023977310e-01 3.251051376869912475e-03 2.992868850747331777e+00 8.269214155542420341e-02 3.019651964861989946e+00 3.983216988639716460e-02 1.378027998042246294e+00 2.784319937722462557e-01
9.279531667480271917e-01 1.083383828874420231e-02 2.907063763069478668e+00 2.625246966458506456e-02 3.229487881017731432e+00 1.091256937198531278e-02 1.102654670273719884e+00 2.974529769954979974e-01
7.755657893986043216e-01 6.650856166269957133e-04 2.406387946378827358e+00 1.682385792301536731e-01 3.824983398340314533e+00 1.605390208667415927e-02 1.145253288925524471e+00 5.062230144210445593e-01
1.115627653923114471e+00 1.251354944664356990e-02 2.853069226850208473e+00 9.623322792069778642e-02 3.425809702920283861e+00 1.197182811836266722e-02 1.193578908072809419e+00 2.195616222579427346e-02
6.052561933174467335e-01 1.926239243019476667e-03 2.453594356230140772e+00 2.258129582061669249e-01 3.715774764251650542e+00 1.437936632863157961e-02 1.119520057391494294e+00 2.289691916959614160e-01
8.528802850978571826e-01 5.890661054687698541e-04 2.367285548811853602e+00 1.221093062194673173e+00 2.620158344782677950e+00 1.926827646654803022e-02 1.030742879464690454e+00 3.542224291276379056e-01
3.787055591070087046e-01 2.950222272401829132e-03 2.562197852112047869e+00 7.823114213243663462e-02 3.469633544255995350e+00 1.859665266370101253e-02 1.231586215261389228e+00 3.484128294746556276e-01
5.875051868821333789e-01 3.419817809293352728e-03 2.961394943471342689e+00 5.439386372625342858e+00 3.335632458165191050e+00 3.707681685360360302e-02 1.188794224860019622e+00 9.865216845837604387e-02
1.056926387115160404e+00 8.248606049526726811e-03 2.808316279005345528e+00 3.782461807881640214e-01 3.406722539011338036e+00 1.210057442950486679e-02 1.304266301399180650e+00 1.518526406735963008e-01
2.420742941767028977e-01 1.344231894681484482e-03 2.518696828290339695e+00 6.853927418719431286e-02 3.469140458609675015e+00 3.042310976770812997e-02 1.502649797108593699e+00 7.358323686671528474e-01
8.329645738323365745e-01 2.031458878934036105e-03 2.616145914347752566e+00 1.206196937277559389e+00 3.694922305198248935e+00 1.998839246163349945e-02 1.026648411270753236e+00 3.443325672219766376e-01
1.032819058234997645e+00 3.593419233456187148e-04 2.481161519811371008e+00 1.686565247691843017e-02 2.948989634949205296e+00 3.609341291410347180e-02 1.103155113499178164e+00 -5.376255585285316663e-03
1.212799928933670390e+00 1.014827970661262568e-02 3.185846378757943853e+00 1.800826169795916309e-01 3.954923889376494195e+00 2.369046696844220173e-02 1.077638948551513209e+00 -2.963189429699385480e-01
1.185870624734610912e+00 6.237553926111244181e-04 2.215882153711313585e+00 7.583134888180548261e-02 2.859865243021395997e+00 1.379951301334282274e-02 1.269959227287267955e+00 3.893031555262393972e-02
1.051385113904242719e+00 7.225841235124173811e-03 2.316073722418714009e+00 2.581851628035540872e-02 3.478152383888471810e+00 1.175119224359804336e-02 1.063859298371316653e+00 1.761304858864141398e-01
6.342052832250724137e-01 1.567102174973618181e-03 2.126313565607484524e+00 4.305129191228887486e-02 3.409508510611731325e+00 1.437975906590924571e-02 1.118533575686571080e+00 -8.425000811958904823e-02
1.416165090629303847e-01 6.893918720289696775e-04 2.641483964593911438e+00 2.118957394852908571e+00 2.927629272771079538e+00 5.395480027127788625e-02 1.096853075724258053e+00 -2.199697200860571966e-01
1.160823686127730348e+00 1.610765937801219390e-03 1.864646262360418305e+00 2.427839998532205484e-03 2.795666721308759595e+00 1.423753542399465444e-02 1.443140429455791018e+00 -9.789797055446133323e-01
7.253596310156350535e-01 3.546040840944956769e-03 2.507331530719746571e+00 1.562397727066563990e-01 3.719069814156775067e+00 1.468135137947693472e-02 1.096056683212434990e+00 -8.545831773845419255e-02
2.814645077568100340e-01 6.720569680659423811e-04 1.738679813681918596e+00 5.687053476972256903e-03 2.642442791420187120e+00 1.448613618195318704e-02 1.073971513639151665e+00 2.246460546017381710e-01
4.760677674520610858e-02 1.488297809510226617e-03 2.356323542312838359e+00 2.112173272329872786e-01 3.785502669478391091e+00 1.261865481670972587e-02 1.023163226771549805e+00 2.372481920871661043e-01
9.365330512970460042e-01 2.463147357267057684e-03 2.017998702450367610e+00 5.109837551748815099e-02 3.824423977222037863e+00 1.462320978715161979e-02 1.189793391486700713e+00 3.489514022327040998e-01
1.032268385728125626e+00 2.061799455196192381e-03 2.630230367203796327e+00 2.677685917947732475e-01 3.263276111681466585e+00 3.516784943537321073e-02 1.075745631667947233e+00 3.420290572332575496e-01
4.363337540242281931e-01 1.163257827214740506e-03 1.988697327093248868e+00 4.871793678081792756e-02 3.425922069692200811e+00 1.117302910071043057e-02 1.109207881523427863e+00 2.852179141889620295e-01
1.014675046432591321e+00 2.650915636883513157e-03 2.873259642692621796e+00 6.260233532693759706e-01 3.963722576961984156e+00 3.945128207861305081e-02 1.198068911363287192e+00 1.368201462852525752e-01
1.463543011062133636e-01 9.890277708606012245e-04 1.910865594896743458e+00 1.584927631190684305e-02 2.868331684711719731e+00 1.855471787017773377e-02 1.052566290719295639e+00 9.766923619976108917e-03
8.819733066145657441e-01 8.460798155475211108e-03 2.769994553233191326e+00 6.542362294284412294e-02 3.546502754454667450e+00 1.312201929823813597e-02 1.094373162749272987e+00 3.485874271937600133e-01
1.155055588103376163e+00 4.749322971126985517e-03 2.442286153525418779e+00 6.277016174067744092e-02 3.542878090247183920e+00 1.190266583008640217e-02 1.197425942352857264e+00 3.503178193515661953e-01
1.032849594144666483e+00 2.493463605995094833e-03 2.608858681096416277e+00 6.793605921470231845e-02 2.735902304518406325e+00 2.097742814606652628e-02 1.028691986028176242e+00 -8.202252220536384586e-01
3.630304437953950636e-01 2.805197965910294616e-03 2.130548736572601243e+00 6.298109949332870647e-03 3.154748207524292525e+00 2.189675145150680319e-02 1.111942437772872605e+00 3.778928928541208099e-01
4.465438728589045392e-02 2.604815827804617730e-03 2.264460038381296503e+00 2.229098490986137007e-02 3.286389207582566918e+00 1.764009814295097733e-02 1.196924285189798098e+00 1.273475158457259004e-01
1.027986482749691621e+00 3.217051922733632843e-03 2.323955671535943512e+00 2.001141955696771613e-01 3.151197531111944894e+00 8.443415071413159362e-03 1.080296292747314313e+00 3.295881898306937119e-01
1.049797256016754776e+00 6.738654973560073008e-03 2.889037563295138611e+00 1.162496531682538983e-02 2.977648472412914415e+00 1.347121308491658169e-02 1.103461281445503372e+00 2.753647178527701134e-01
3.565382642710639982e-01 1.867150281309857282e-03 2.116302709710669028e+00 1.851932578840549334e-02 2.687972620715181726e+00 1.228575995040294931e-02 1.232980286753318611e+00 9.338076442924159171e-02
6.357312372428863823e-01 2.822733543891934541e-03 1.085897580297835008e+00 3.376175553555963143e-03 2.968697583490528480e+00 2.149408986849537032e-02 1.383999496219979974e+00 6.949968769646976963e-01
1.206432109947343845e+00 1.101459983173042403e-02 2.709304194570636426e+00 2.780419873992907853e-02 3.589061112348961302e+00 1.847263278315993545e-02 1.098254127627988241e+00 4.219856099601511090e-01
5.197570333338610293e-01 7.386850639704941506e-04 2.551999993106958797e+00 2.030859915664762205e-01 3.609692355365065275e+00 3.692437840912824593e-02 1.131119345090676465e+00 4.433265614873477256e-02
1.194436416082647057e+00 7.022588718639676160e-03 2.970660498618661549e+00 1.526834512266085797e+00 3.767004739872708896e+00 1.793036508226564241e-02 1.122347283358634096e+00 2.553322807416301132e-01
4.352379527847027862e-01 3.442397131072354177e-03 2.608259409128150352e+00 3.417114374312868463e-01 2.817831660308505182e+00 1.500071714187029351e-02 1.120432127596978189e+00 5.714685691378518229e-02
7.046759607660186830e-01 6.987834359344937112e-04 2.625067897310783493e+00 7.527016440067734848e+00 3.874921772589928537e+00 2.785100968251512030e-02 1.141088805479624213e+00 -2.387008606673548528e-01
9.603694220434053630e-01 8.751023962985694793e-03 2.999892179250989166e+00 2.171413052565685398e+00 3.590021879700096452e+00 1.489199508022907674e-02 1.105649510208277508e+00 9.392390600933800404e-02
8.759768257322009255e-01 3.045028014133283924e-03 2.555645981026407831e+00 6.530536148257807261e-01 2.577978798417475126e+00 1.152837973179102887e-02 1.065967265678372966e+00 2.631133690020249771e-01
9.928992597378015761e-01 2.037124070376463304e-03 2.559798078386905651e+00 1.675468194942089983e+00 3.586872956242843635e+00 1.602143808746345557e-02 1.133506814529031237e+00 9.275040204528209875e-01
5.608497869019186677e-01 4.286236555614329410e-03 2.836154669690183816e+00 4.051104297821317424e+00 3.392164087419759610e+00 1.760173089264049223e-02 1.097662101589374828e+00 -1.065928800572861213e-01
6.841523595333400820e-01 1.562427078926314833e-03 2.751979112790010618e+00 3.221492515930060585e-01 3.688235955214022699e+00 4.508121006769989086e-02 1.119570037803881757e+00 2.134755240190280290e-01
1.172063958518689386e+00 1.725590052442727354e-02 3.463823682410167137e+00 7.839418806781278670e-01 3.680673087321027825e+00 1.118574221347292882e-02 1.075178681858817153e+00 4.765115450344392656e-01
9.052501949723107399e-01 7.020833770851843056e-03 2.823423661156015729e+00 2.295499106580190241e-01 3.959447762346803401e+00 1.724439196454954915e-02 1.158238947725995116e+00 2.196662746358468699e-02
6.841523595333400820e-01 1.562427078926314833e-03 2.751979112790010618e+00 3.221492515930060585e-01 3.688235955214022699e+00 4.508121006769989086e-02 1.119570037803881757e+00 2.134755240190280290e-01
8.802125950894214013e-01 6.024943442716714469e-03 2.828134635369388139e+00 9.886390993569007080e+00 3.161666725499582498e+00 1.631519948410537976e-02 1.293880950051343737e+00 1.344468213825727454e-01
6.402408596652636730e-01 4.864598573368584741e-03 2.765672166766381945e+00 9.712974665155367504e-02 3.064449400483993280e+00 1.790479840371581727e-02 9.985140108413396165e-01 1.771468898131214609e-01
7.936436238051562952e-01 1.725046286368426629e-03 2.449276325474534666e+00 3.158698532237390055e-01 3.425424314060971476e+00 1.742517020191076613e-02 1.005229199356549419e+00 -2.380317946874553892e-01
1.193480552800083583e+00 2.150135612961266013e-03 1.706974547550686783e+00 7.264820075918980262e-03 2.758662792458040247e+00 1.163380170240975800e-02 1.062268466868557804e+00 -2.347137870565616513e-01
1.615345799032556762e-01 9.624291161051078385e-04 2.126112381102492233e+00 3.546272726353142529e-02 3.781879511059128340e+00 2.364100868193253630e-02 1.114115406829745414e+00 2.769853078503846655e-01
8.756093281244304860e-01 6.536172121435010300e-03 2.671941591459556342e+00 8.072646489781761803e-01 3.480098422015307058e+00 1.265367892107733747e-02 1.078904419528428082e+00 2.707543952057572256e-01
1.096604952684093526e+00 2.557685678774087364e-03 1.212784756482789383e+00 3.188589078628103340e-02 3.975470623543122972e+00 5.271913606343196605e-03 1.163413298646894134e+00 4.543279727402803614e-01
9.663222338272552392e-01 3.325654909604447689e-03 2.628234966870812706e+00 2.051844253630914494e+00 2.833653849887072695e+00 1.920736207754264110e-02 1.203784112677233731e+00 3.716316474924048485e-01
2.127783238661217768e-01 4.849289641116495513e-03 2.835907026922182883e+00 4.201727863620852155e-02 3.130703106156210946e+00 2.114833793671486162e-02 1.098096569411114887e+00 1.213885244816589881e-01
3.556724857085734604e-01 1.693069012448992529e-03 1.411878491392146717e+00 4.667934889482244255e-03 2.804913619519743939e+00 1.279306109284419207e-02 1.054694032425487649e+00 1.431550775818826449e-01
1.059453262874543000e+00 2.044885857493411972e-03 2.565327191193756295e+00 3.236265084855398638e-03 2.721541345478427854e+00 2.635857693113610734e-02 1.101773921026210967e+00 9.061402599203165487e-01
1.073082669497418262e+00 2.449364893941691820e-03 2.621763599905410747e+00 1.607816116654194327e-01 3.793666899664326131e+00 2.794653054002392209e-02 1.092259847578876952e+00 1.873991005240542296e-01
5.303816543961834551e-01 4.092019879475342612e-04 1.606683542106685181e+00 2.474612840851968948e-02 3.530585096113757260e+00 1.118191669952236025e-02 1.242452621509137378e+00 2.235845166229818437e-01
1.093476551800106389e+00 1.191160995440773175e-02 3.182812550579162014e+00 2.121186579278337536e+00 3.582617469712407576e+00 1.221583550901391910e-02 1.173246943667847431e+00 -1.892471425231536664e-01
2.685313570686534423e-01 6.486231396777796237e-04 2.171148688190099207e+00 6.787546749133739621e-02 3.952791996926107387e+00 2.126132903864913493e-02 1.098759985134404760e+00 8.988467507574032789e-01
6.525394601572976905e-01 1.007333931562425953e-03 2.037249408239841575e+00 2.915241795261187818e-02 3.430431744944629990e+00 2.187388399112095635e-02 1.213690824765446985e+00 1.222243427764444779e-01
4.505023931780931523e-01 6.132334088020025865e-03 3.031619195135730749e+00 9.671932629324071939e+00 3.112754522315461791e+00 2.484382838666207918e-02 1.078856936115866860e+00 1.634712759392256132e-01
5.229000539255218571e-01 6.024338463641669937e-04 2.043490151234854224e+00 8.377599838360663687e-02 3.638673560524634532e+00 1.128734083883967641e-02 9.718313718145630276e-01 4.108337272416132668e-01
1.227071936472307279e+00 2.962649249388885769e-03 2.394402230504341311e+00 1.934143653967771437e-01 3.040608076661235781e+00 1.315939963559931321e-02 1.230112489642145812e+00 -2.929045332724409256e-01
4.500341648084326684e-01 2.329924888968350899e-03 2.508964053586978160e+00 1.289925479549717535e-01 3.889314665875512667e+00 2.185420930978462448e-02 1.124002372753649004e+00 2.611390265279976974e-01
7.495495559621829784e-01 4.555605259246587311e-04 2.337050407206981983e+00 1.215490728517102242e-01 3.472454168512340900e+00 2.602956867193410850e-02 1.133665700147847399e+00 2.702423423129721169e-01
9.055298254429199334e-01 2.509332596688482013e-03 2.684184913105080561e+00 2.735412814150586236e+00 3.590963715430233627e+00 2.664252737706456972e-02 1.064911770339838970e+00 2.091253247379847580e-01
9.928992597378015761e-01 2.037124070376463304e-03 2.559798078386905651e+00 1.675468194942089983e+00 3.586872956242843635e+00 1.602143808746345557e-02 1.133506814529031237e+00 9.275040204528209875e-01
1.189451682629750762e+00 1.273114613165226422e-02 2.546634430900660107e+00 5.334643024419636476e-02 3.688403853308196645e+00 1.159976689249439356e-02 1.184596674135714123e+00 -2.880784129014498651e-01
1.158294089471710198e+00 7.551678976037542491e-03 2.353521379992337792e+00 8.752322494879025139e-02 3.963420402283993838e+00 7.049400467464199231e-03 1.201672255312477677e+00 3.842542507948527586e-01
3.626865593426162326e-02 1.736478043706608278e-03 2.622467185945517087e+00 4.124783474290148355e+00 3.051431979121479454e+00 2.748338507684496002e-02 1.136127771880610426e+00 7.432351167478631893e-02
9.064237740110658859e-01 7.221193679532583731e-03 2.668022554579972283e+00 2.347188081671431614e-01 3.876634998520946063e+00 8.948225918157136013e-03 1.120986192389320957e+00 -4.578374403589063890e-02
5.682726841084093650e-01 6.519718629422154021e-03 3.180519766451040287e+00 1.177426981452164956e+00 3.513006663210495262e+00 2.366571819385025754e-02 1.287962168167893218e+00 2.307571350597811544e-01
4.723856104370649511e-02 3.601888351925695321e-03 2.735013037755772203e+00 2.141527161829073655e+00 3.663051148203909868e+00 1.614851559562622760e-02 1.114407677540062203e+00 3.597705748602962328e-01
8.533705146492689408e-01 5.105312077921788034e-04 2.387444951538220117e+00 5.411715041161350992e-02 2.880304560743657927e+00 2.692815848890372024e-02 1.195575748123186344e+00 1.197908581309263254e-01
