logz logzerr logvol nlive logl logwt insert_order
-5.420838578761390636e+02 1.336833664784414566e+01 -1.575000000000000844e-01 4.000000000000000000e+02 -5.316006883587754146e+02 -5.377509026454666810e+02 4.299999999999999933e-01
-5.377378593880006292e+02 2.391167436052537898e+00 -1.600000000000000866e-01 4.000000000000000000e+02 -5.244750587608510841e+02 -5.306277730475424050e+02 1.750000000000000000e+00
-5.306269565564979303e+02 4.991836462362459592e+00 -1.625000000000000888e-01 4.000000000000000000e+02 -5.235388020548176655e+02 -5.296940163415089273e+02 8.199999999999999512e-01
-5.293622728812335936e+02 2.563706346592557583e+00 -1.650000000000000910e-01 4.000000000000000000e+02 -5.212053967438484960e+02 -5.273631110305398124e+02 1.989999999999999991e+00
-5.272360830727639041e+02 3.296164542420449983e+00 -1.675000000000000933e-01 4.000000000000000000e+02 -5.209529950667399589e+02 -5.271132093534312162e+02 5.899999999999999689e-01
-5.264796129747110172e+02 1.498592191131487450e+00 -1.700000000000000955e-01 4.000000000000000000e+02 -5.022991816706839359e+02 -5.084618959573752477e+02 1.564999999999999947e+00
-5.084618959424126956e+02 8.795845157525519653e+00 -1.725000000000000977e-01 4.000000000000000000e+02 -4.936794868405359011e+02 -4.998447011272272107e+02 1.419999999999999929e+00
-4.998445201764100148e+02 7.724521278236170296e+00 -1.750000000000000999e-01 4.000000000000000000e+02 -4.825679814852781533e+02 -4.887356957719694606e+02 1.264999999999999902e+00
-4.887356807925283988e+02 1.191475873385091866e+01 -1.775000000000001021e-01 4.000000000000000000e+02 -4.750607691684449492e+02 -4.812309834551362542e+02 6.199999999999999956e-01
-4.812304331141630200e+02 1.343316648458435481e+01 -1.800000000000001044e-01 4.000000000000000000e+02 -4.680947473313605087e+02 -4.742674616180518115e+02 1.979999999999999982e+00
-4.742665157849692150e+02 1.484779417279742830e+01 -1.825000000000001066e-01 4.000000000000000000e+02 -4.600597907049078685e+02 -4.662350049915991690e+02 3.300000000000000155e-01
-4.662346799876744967e+02 1.684112210898336315e+01 -1.850000000000001088e-01 4.000000000000000000e+02 -4.491414361352639730e+02 -4.553191504219552712e+02 6.099999999999999867e-01
-4.553191322483204999e+02 3.755609569505205414e+00 -1.875000000000001110e-01 4.000000000000000000e+02 -4.480270051717064916e+02 -4.542072194583977875e+02 1.620000000000000107e+00
-4.539228459633663988e+02 7.898348743739855848e-01 -1.900000000000001132e-01 4.000000000000000000e+02 -4.415821490987888183e+02 -4.477648633854801119e+02 1.580000000000000071e+00
-4.477627491032712896e+02 3.047589646944264707e+00 -1.925000000000001155e-01 4.000000000000000000e+02 -4.412076895964680716e+02 -4.473929038831593630e+02 1.250000000000000000e-01
-4.468676776966007083e+02 2.814876945189548341e+00 -1.950000000000001177e-01 4.000000000000000000e+02 -4.194952681385846631e+02 -4.256829824252759522e+02 1.975000000000000089e+00
-4.256829824246455587e+02 1.124540076576839454e+01 -1.975000000000001199e-01 4.000000000000000000e+02 -4.165866149800958169e+02 -4.227768292667871037e+02 1.935000000000000053e+00
-4.227235864655818887e+02 1.057266857732053822e+01 -2.000000000000001221e-01 4.000000000000000000e+02 -4.100278281709431667e+02 -4.162205424576344512e+02 1.225000000000000089e+00
-4.162190447101478981e+02 1.111540421203521412e+01 -2.025000000000001243e-01 4.000000000000000000e+02 -4.099096636584339421e+02 -4.161048779451252813e+02 9.300000000000000488e-01
-4.154671857748544426e+02 8.879154903434399060e+00 -2.050000000000001266e-01 4.000000000000000000e+02 -4.056739066941448186e+02 -4.118716209808361555e+02 5.000000000000000278e-02
-4.118445456696883866e+02 1.011549611989719466e+01 -2.075000000000001288e-01 4.000000000000000000e+02 -4.023719028918945355e+02 -4.085721171785858701e+02 1.054999999999999938e+00
-4.085349040169207910e+02 3.717407051907495319e+00 -2.100000000000001310e-01 4.000000000000000000e+02 -3.828527349999587841e+02 -3.890554492866501164e+02 1.820000000000000062e+00
-3.890554492831813036e+02 1.012766555095496201e+01 -2.125000000000001332e-01 4.000000000000000000e+02 -3.808771751339054958e+02 -3.870823894205968259e+02 6.949999999999999512e-01
-3.869522117043780440e+02 7.556782722353689863e+00 -2.150000000000001354e-01 4.000000000000000000e+02 -3.807175384861656653e+02 -3.869252527728569930e+02 1.580000000000000071e+00
-3.862454942128099447e+02 5.522761032603016318e+00 -2.175000000000001377e-01 4.000000000000000000e+02 -3.785759770001627658e+02 -3.847861912868540912e+02 1.499999999999999944e-02
-3.845772292458485140e+02 1.219769951213146575e+00 -2.200000000000001399e-01 4.000000000000000000e+02 -3.771228544030379339e+02 -3.833355686897292571e+02 1.695000000000000062e+00
-3.830817763843944590e+02 1.072000660940297223e+00 -2.225000000000001421e-01 4.000000000000000000e+02 -3.766226790416030212e+02 -3.828378933282943422e+02 1.959999999999999964e+00
-3.822592711606728244e+02 9.885210997962325941e-01 -2.250000000000001443e-01 4.000000000000000000e+02 -3.726584721954936867e+02 -3.788761864821850054e+02 8.000000000000000167e-02
-3.788428072288182307e+02 1.874831936289676815e+00 -2.275000000000001465e-01 4.000000000000000000e+02 -3.648692195336565760e+02 -3.710894338203478924e+02 2.500000000000000000e-01
-3.710890046205491331e+02 3.398351318300789625e+00 -2.300000000000001488e-01 4.000000000000000000e+02 -3.646878758601949357e+02 -3.709105901468862498e+02 1.949999999999999956e+00
-3.703026765038229087e+02 3.077592468950423932e+00 -2.325000000000001510e-01 4.000000000000000000e+02 -3.426631750531425951e+02 -3.488883893398339069e+02 1.649999999999999911e+00
-3.488883893393328322e+02 1.137769619737562010e+01 -2.350000000000001532e-01 4.000000000000000000e+02 -3.331871677511216490e+02 -3.394148820378129585e+02 1.235000000000000098e+00
-3.394148051794084040e+02 9.012047257139830236e+00 -2.375000000000001554e-01 4.000000000000000000e+02 -3.320539954460790568e+02 -3.382842097327703641e+02 7.399999999999999911e-01
-3.380044280630179401e+02 9.082658670104356347e+00 -2.400000000000001577e-01 4.000000000000000000e+02 -3.251617082235943030e+02 -3.313944225102856080e+02 1.814999999999999947e+00
-3.313930765917696135e+02 3.174971401278182892e+00 -2.425000000000001599e-01 4.000000000000000000e+02 -3.236742255937351160e+02 -3.299094398804264188e+02 1.629999999999999893e+00
-3.297050214841988236e+02 2.209446117018206923e+00 -2.450000000000001621e-01 4.000000000000000000e+02 -3.222573321727909388e+02 -3.284950464594822392e+02 5.849999999999999645e-01
-3.282340641286110667e+02 2.658758376341564311e+00 -2.475000000000001643e-01 4.000000000000000000e+02 -3.142633987309314421e+02 -3.205036130176227402e+02 1.489999999999999991e+00
-3.205031738681392426e+02 3.738140244509668086e+00 -2.500000000000001665e-01 4.000000000000000000e+02 -3.119132204555068597e+02 -3.181559347421981556e+02 1.435000000000000053e+00
-3.180646026205049566e+02 4.078017213681438768e+00 -2.525000000000001688e-01 4.000000000000000000e+02 -2.983124394938361092e+02 -3.045576537805274029e+02 3.500000000000000333e-02
-3.045576524190627765e+02 8.801058502083614954e+00 -2.550000000000001710e-01 4.000000000000000000e+02 -2.956652508946372109e+02 -3.019129651813285022e+02 7.000000000000000666e-02
-3.018443466525580448e+02 9.147924067255926772e+00 -2.575000000000001732e-01 4.000000000000000000e+02 -2.916339663370143853e+02 -2.978841806237056744e+02 9.100000000000000311e-01
-2.978653000394710375e+02 9.045842292616523395e+00 -2.600000000000001754e-01 4.000000000000000000e+02 -2.913403655603713105e+02 -2.975930798470625973e+02 4.650000000000000244e-01
-2.970268082439840782e+02 1.997716740972524718e+00 -2.625000000000001776e-01 4.000000000000000000e+02 -2.895875036663518358e+02 -2.958427179530431204e+02 1.534999999999999920e+00
-2.955757302040489094e+02 1.422698974346668699e+00 -2.650000000000001799e-01 4.000000000000000000e+02 -2.854834441687046933e+02 -2.917411584553960324e+02 1.649999999999999911e+00
-2.917197780623940844e+02 2.645683199127987884e+00 -2.675000000000001821e-01 4.000000000000000000e+02 -2.769534082216756019e+02 -2.832136225083669387e+02 8.149999999999999467e-01
-2.832134203090552091e+02 4.950723888074757717e+00 -2.700000000000001843e-01 4.000000000000000000e+02 -2.750117179193536003e+02 -2.812744322060449349e+02 5.400000000000000355e-01
-2.811400329327903478e+02 4.028178091103107761e+00 -2.725000000000001865e-01 4.000000000000000000e+02 -2.740779177098955870e+02 -2.803431319965869193e+02 1.274999999999999911e+00
-2.799710695141592964e+02 4.243714990545453425e+00 -2.750000000000001887e-01 4.000000000000000000e+02 -2.710628485107624783e+02 -2.773305627974538083e+02 1.334999999999999964e+00
-2.772616664864444260e+02 5.049969658496682889e+00 -2.775000000000001910e-01 4.000000000000000000e+02 -2.490659148252227055e+02 -2.553361291119140049e+02 1.770000000000000018e+00
-2.553361291116135021e+02 8.754767410524390669e+00 -2.800000000000001932e-01 4.000000000000000000e+02 -2.365974710050883800e+02 -2.428701852917797055e+02 1.225000000000000089e+00
-2.428701814360325102e+02 5.669799463342094725e+00 -2.825000000000001954e-01 4.000000000000000000e+02 -2.320794013369227287e+02 -2.383546156236140519e+02 2.600000000000000089e-01
-2.383437375896950527e+02 6.436078637207749864e+00 -2.850000000000001976e-01 4.000000000000000000e+02 -2.255679668499664103e+02 -2.318456811366577313e+02 1.375000000000000000e+00
-2.318441759060469280e+02 8.972107253135527927e+00 -2.875000000000001998e-01 4.000000000000000000e+02 -2.191362283173039884e+02 -2.254164426039953071e+02 1.264999999999999902e+00
-2.254148277985767095e+02 6.750905378787397382e+00 -2.900000000000002021e-01 4.000000000000000000e+02 -2.168771211521790292e+02 -2.231598354388703456e+02 1.560000000000000053e+00
-2.230601038252951582e+02 5.133932520663180732e+00 -2.925000000000002043e-01 4.000000000000000000e+02 -2.076650406516704379e+02 -2.139502549383617520e+02 1.340000000000000080e+00
-2.139501443730516712e+02 4.972549567162005246e+00 -2.950000000000002065e-01 4.000000000000000000e+02 -2.035680455168737808e+02 -2.098557598035650926e+02 1.965000000000000080e+00
-2.098392311574577604e+02 4.983300607059149456e+00 -2.975000000000002087e-01 4.000000000000000000e+02 -2.020776961780917418e+02 -2.083679104647830513e+02 8.750000000000000000e-01
-2.081612036396031158e+02 2.084681800233561866e+00 -3.000000000000002109e-01 4.000000000000000000e+02 -2.016281172137269095e+02 -2.079208315004182168e+02 7.750000000000000222e-01
-2.073406653645316737e+02 1.798228011135160953e+00 -3.025000000000002132e-01 4.000000000000000000e+02 -2.005819133880095819e+02 -2.068771276747008869e+02 1.870000000000000107e+00
-2.063891280089541738e+02 6.885597414689822449e-01 -3.050000000000002154e-01 4.000000000000000000e+02 -1.996771781458297994e+02 -2.059748924325211021e+02 1.500000000000000000e+00
-2.054675657709743746e+02 1.003311937353995820e+00 -3.075000000000002176e-01 4.000000000000000000e+02 -1.889080657537258503e+02 -1.952082800404171508e+02 2.800000000000000266e-01
-1.952082450103304438e+02 4.832975212123693076e+00 -3.100000000000002198e-01 4.000000000000000000e+02 -1.885256883621341331e+02 -1.948284026488254597e+02 9.100000000000000311e-01
-1.943072490107299188e+02 1.239687339274120115e+00 -3.125000000000002220e-01 4.000000000000000000e+02 -1.871063905993190701e+02 -1.934116048860103945e+02 1.774999999999999911e+00
-1.930691899926230519e+02 1.223163941082124229e+00 -3.150000000000002243e-01 4.000000000000000000e+02 -1.840723947965215359e+02 -1.903801090832128580e+02 6.149999999999999911e-01
-1.903143743808008139e+02 1.711246754808723347e+00 -3.175000000000002265e-01 4.000000000000000000e+02 -1.777672642939388084e+02 -1.840774785806301281e+02 7.499999999999999722e-02
