weight logl α₁ f₁ α₂ variance ν μ c
0.000000000000000000e+00 -7.377704654032959297e+02 3.393783915760112402e-01 3.399929740808903256e-03 3.754346404630863443e+00 2.407583812784308205e-03 1.303868936184753302e+00 8.492227912614823682e-01 1.386826926011348604e-01
0.000000000000000000e+00 -7.267302483457588096e+02 3.523724409700679239e-01 7.444428307587572569e+00 3.349515462127212295e+00 9.189670705890856661e-03 4.948341984929653936e-01 9.577048825914963315e-02 1.820602288523560375e-01
0.000000000000000000e+00 -7.001583488876914316e+02 2.658997201352453210e-01 6.347034201985541024e+00 2.887872410037398141e-01 3.077193473503538057e-02 4.894331895619298822e-01 6.038226151525721841e-01 2.955806225981019979e-03
0.000000000000000000e+00 -6.726228062550248978e+02 9.975464092093027091e-01 6.816902039421167403e-02 1.137266181803901599e+00 1.770328362789221023e-03 2.106344910130772963e+00 9.584856967388432070e-01 2.671171517216510956e-05
0.000000000000000000e+00 -6.701219152879107241e+02 6.147171597275778998e-01 2.293036746043402574e-01 2.990390169306596402e+00 1.710452561584425296e-02 6.594682641617142238e-01 1.737371539767440964e+00 1.027437703552414429e-03
0.000000000000000000e+00 -6.366956779129707229e+02 1.092657353037608026e+00 4.606349308330166988e-04 2.959682350130611539e+00 6.237094791186565540e-02 7.558715294636553228e-01 -5.235984400762533353e-01 3.836066337129749108e-06
0.000000000000000000e+00 -6.354078566338539531e+02 1.179479242369377623e+00 5.824605380448731173e-04 3.484546887894266920e+00 4.111792999654347025e-02 2.380311205220889459e+00 6.905809639931703714e-01 4.262321087109804084e-03
0.000000000000000000e+00 -6.257830408485848466e+02 4.091968123011214820e-01 4.879435579695179825e+00 2.572283762439859345e+00 5.711016613357437766e-02 1.757726102886761677e+00 -6.122660973016398334e-01 1.822084347577988123e-02
0.000000000000000000e+00 -5.927887177852230707e+02 1.333881838472522618e-01 1.964730721596586793e+00 3.162236616104650011e+00 7.859833701315599441e-03 1.439035266949772351e+00 2.514509211704397118e-01 4.868388290313960734e-06
0.000000000000000000e+00 -5.809767925413073044e+02 4.991160920346106034e-01 1.816067815511784173e-02 1.022605526297958756e+00 1.879899471405254568e-02 5.623756118831112483e-01 1.234386629317618223e+00 2.057794376378785032e-06
0.000000000000000000e+00 -5.785054705741817997e+02 2.676071959327508409e-01 1.325089691209224404e-03 3.158779803225372884e+00 1.308151105187919418e-02 5.011342268578251602e-01 1.497985983916294117e+00 5.245653256974172271e-04
0.000000000000000000e+00 -5.524842543310217025e+02 5.246420795213722066e-01 3.720554130566248617e-04 6.371037248745938797e-01 1.110429721550534043e-01 8.262565995409919539e-01 1.355331186589613157e+00 3.243221920789264483e-06
0.000000000000000000e+00 -5.442794150843525358e+02 1.575142798052085735e-01 1.953353324254423429e+00 3.902358811095328672e+00 1.038242186297198971e-01 1.731471845956530808e+00 9.200003534958374196e-01 1.367851015103668626e-02
0.000000000000000000e+00 -5.394938785180395371e+02 5.877735757106595793e-01 1.625477899124965278e-02 6.877453281216290293e-01 1.328881187290780960e-02 2.173564880313308745e+00 -2.874774707470134638e-01 3.420260774181428681e-05
0.000000000000000000e+00 -5.285368617962039934e+02 1.218097136453569207e-01 1.635045692997897815e+00 2.635222295918244306e+00 3.190738609951488530e-02 3.331593825747860560e-01 5.479824219373463645e-01 2.857592984735195241e-02
0.000000000000000000e+00 -5.193439731503999610e+02 6.789996186445046433e-01 9.766721710204501861e+00 1.430288549609639137e+00 4.063224219487939631e-02 1.412941940983462485e+00 -1.178590929445007873e+00 7.912735230663447972e-02
0.000000000000000000e+00 -5.004397401331964375e+02 7.824117478865744157e-01 5.295693768367722067e-04 3.764957996565083675e+00 8.855785664053889006e-02 2.038486064370450990e+00 -1.257852040408756089e+00 3.520895839402924245e-04
0.000000000000000000e+00 -4.599015388242167433e+02 7.115563378921773152e-01 4.990667506757018139e-03 1.193636274568373734e+00 6.929820844537143074e-03 1.658685954300312293e+00 4.842329064703621566e-01 5.083720810939247325e-01
0.000000000000000000e+00 -4.544503199466550996e+02 1.009299886271320279e+00 1.074871910583326652e-03 3.931212039228292099e+00 2.746332846747506079e-02 2.142077965572462883e+00 4.309376158865444451e-01 2.518277317982952807e-05
0.000000000000000000e+00 -4.486101587555336891e+02 2.442363560594101868e-01 2.997829614638162887e+00 3.444267106940718914e+00 2.738640070985813302e-01 3.157036126988788105e-01 1.117856180942527811e+00 1.116075620231649634e-01
0.000000000000000000e+00 -4.467228395010440636e+02 2.566231884845736611e-01 1.276367965180549456e-03 3.766544536526274634e+00 1.399973225243950903e-01 3.113188139155109169e-01 1.831416957526855460e-01 6.085500112778815618e-05
0.000000000000000000e+00 -4.395156172955886973e+02 6.699714050844449154e-02 2.053039600669829046e+00 2.760991801133552137e+00 1.652299933091015346e-02 1.071149563028193530e+00 1.290672689280109031e-02 3.408524203362335071e-05
0.000000000000000000e+00 -4.394628943052286445e+02 1.270741197890699892e-01 3.018547815863796391e+00 2.720646489376308264e+00 1.049809359446547685e-02 5.543848983764264604e-01 1.555990180528678268e-01 1.191588535235646612e-05
0.000000000000000000e+00 -4.210540406426608797e+02 5.065399800749034731e-02 1.169741571358548837e+00 1.557038523959095588e+00 1.003396696272856325e-01 1.398115351018360153e+00 -7.002849059292983736e-01 3.653462614310384882e-01
0.000000000000000000e+00 -4.076169098576262400e+02 5.476466065526054416e-01 3.227043689840784508e-03 8.126187203503064671e-01 7.475609788258381905e-02 1.236488142318816319e+00 3.712248887342918247e-01 6.119326979948696010e-01
0.000000000000000000e+00 -3.992551532576328555e+02 3.657736130874161828e-01 4.614063470256922095e+00 7.578722439668317268e-01 2.480655828899803461e-01 4.322798459619238365e+00 1.090661728730205393e+00 4.641847772477297740e-02
0.000000000000000000e+00 -3.985037870811700031e+02 1.156328589985202493e+00 6.887123260643681633e+00 2.959870328041151133e+00 1.239900267109505247e-03 1.852145939208523107e+00 5.034390618936468442e-01 2.511939382008457344e-02
0.000000000000000000e+00 -3.896345359095294043e+02 3.320772611195044188e-01 7.437740716988607836e+00 3.023948323548089512e+00 6.186467745763567505e-01 1.378623675416113192e+00 1.411168756748883979e+00 1.425876472738917856e-02
0.000000000000000000e+00 -3.740016564598772106e+02 4.965115969062294798e-02 2.612178041594775291e+00 2.165032747625926124e+00 1.203361349603755508e-02 9.225043019180259041e-01 1.672285922779434553e-01 8.474923050970458699e-06
0.000000000000000000e+00 -3.640439295365729322e+02 6.354532255744130276e-02 5.152689462322922687e+00 2.197582880157369800e+00 3.123920545349517242e-01 6.414913167323069709e-01 1.014547619629206032e+00 1.272223113234012501e-06
0.000000000000000000e+00 -3.612919350152357083e+02 3.718662263081685682e-01 9.811333660002799495e-02 3.002062550904389671e+00 4.003200004678585805e-03 3.343980928619084692e-01 5.414973871861681332e-01 1.023947648603085181e-02
0.000000000000000000e+00 -3.603477945584463669e+02 7.650235013247973503e-01 2.556663153713295000e-01 1.834021117835537229e+00 5.712311391150120876e+00 7.738736053123252967e-01 9.581886233596418334e-01 6.341977926274521872e-03
0.000000000000000000e+00 -3.303597489219270074e+02 9.525741601122419966e-02 1.922363467663352976e+00 3.925112664405470131e+00 1.647112323478087947e-01 1.663158410525715114e+00 -4.541789099608181113e-01 7.466302964704470677e-05
0.000000000000000000e+00 -3.282267034069291185e+02 5.325037335267569505e-01 4.267629565748552345e+00 1.941408858630371714e+00 3.016727575673103234e-02 7.166204024795054250e-01 7.822751334472950457e-01 3.282748090868647071e-03
0.000000000000000000e+00 -3.251076625424867643e+02 2.996308752186441215e-01 1.251569483256641080e+00 3.826231235322504975e+00 6.760349656122656425e-02 9.057062000542386304e-01 -4.558896185748162466e-01 4.775501238041251345e-03
0.000000000000000000e+00 -3.191776923254567464e+02 6.938274100690583479e-01 7.733063082668413871e-04 2.484408009604559986e+00 2.478053777107293645e-02 1.959306534043243897e-01 4.709755228654437520e-01 2.728467076459327196e-04
0.000000000000000000e+00 -3.166022172894930691e+02 5.968939941320923204e-01 2.383897493321868871e-02 9.030407254788030968e-01 2.175677389929830952e+00 2.043867723270087033e+00 1.292165061968609141e+00 7.315751434560069898e-04
0.000000000000000000e+00 -3.160298321686082659e+02 1.317896992724061633e-01 1.198062797492542852e+00 2.806775250726485371e+00 3.940620125699654253e-01 1.200247598855399417e-01 1.067598973685855102e+00 1.134809924731631191e-04
0.000000000000000000e+00 -3.036934888588791637e+02 4.450765036189309187e-01 3.920485777172901150e-03 3.847367761396339514e+00 1.421168824249078866e-01 9.166675294067197499e-02 -1.247816435707477245e-01 6.758986310818777810e-05
0.000000000000000000e+00 -3.016099958881185330e+02 1.210271886969937594e+00 2.964622510050558737e-03 1.632577019305787580e+00 6.362165410208934016e-03 2.971368554162769349e-01 -1.143361894278988267e+00 2.926048961744405208e-01
0.000000000000000000e+00 -2.878255426470585689e+02 4.948226839015591461e-01 3.806559818442908655e-03 7.240094295400513191e-01 1.774803768184364250e-01 1.023524652132915325e+00 -9.818279390486525093e-01 2.425095387729708565e-05
2.964393875047479265e-323 -2.800652976441208466e+02 2.190996801391061066e-01 6.732308612449190537e-04 5.880298430620581884e-01 7.405282449356033192e-01 1.826194554580417906e+00 -7.515501287017035681e-01 2.198960156314426972e-04
3.903118602145847699e-322 -2.775561514110593180e+02 5.709965056619789592e-02 2.212414922882630641e-01 1.664084575737334148e+00 1.821235132308027596e-02 3.086136651039271261e-01 4.161471798239383402e-01 3.886415303162804591e-03
7.712364731581858555e-321 -2.745658420312227008e+02 3.103650395946072615e-01 3.985924733976500267e+00 3.595445514672734877e+00 1.911592602045777134e-01 1.418208790360695026e+00 9.072467283976177743e-01 1.544003948524181558e-05
1.003941392349412978e-320 -2.742994656371166684e+02 3.552877320436826913e-01 6.484788908752808778e-02 1.615396962654679802e+00 4.000155464497524849e-02 3.562893453767774776e-01 1.254737511250855642e+00 2.527710707754039256e-06
3.662553098529286344e-318 -2.683975826133201963e+02 6.716641720616567390e-01 4.355524711667505322e+00 1.028242650315099871e+00 6.806705286846169434e-02 6.517424504256507101e-01 1.410326719628457681e+00 4.286108686272672866e-04
1.213111461398594050e-314 -2.602897139509929048e+02 3.434739627657362737e-02 4.150870199734194577e-01 2.092092393500358138e+00 1.212199829403058926e+00 5.630779550474647177e-01 5.186695606142488479e-04 4.241333294321262826e-01
5.164932484045824354e-312 -2.542333402489189496e+02 4.264634190942087622e-01 9.386374753200588117e+00 1.821649026235632185e+00 1.048707744870988945e+00 3.500703449318744442e-01 -4.616088825828515985e-01 1.240710685410206238e-01
2.462176632977109086e-309 -2.480639312317182430e+02 1.149692503285688394e+00 3.713254210395890431e-01 2.102072145629766631e+00 1.870254421913288391e-03 7.212340618024422056e-01 -4.717742451088997591e-01 1.782729982092124202e-02
4.242181457949139494e-309 -2.475173993688659380e+02 1.975650831957166675e-01 1.170848646607377608e-03 1.305261705461451038e+00 8.309425938023633218e-03 7.534567759776599205e-01 1.426248310525549901e+00 1.245317357489059173e-06
2.217083999872968534e-308 -2.458611990887096681e+02 4.735021414086549862e-01 2.464303188322006566e+00 1.104476189883359272e+00 1.625375252549513261e-01 6.741381335147466070e-01 9.376625366886596202e-01 9.220639912347283751e-02
2.184172074406890384e-305 -2.389658997851991558e+02 4.289974600460547127e-01 1.499139871004207501e-02 1.907609625227552508e+00 2.946548695386558628e-02 2.148082310029207909e-01 2.143332104111257408e+00 2.596682071432626661e-06
1.967166884962053435e-302 -2.321602869714554345e+02 9.554973807846423028e-02 1.738274167692213379e-01 1.931136526976181989e+00 3.060451458039504385e-02 4.895624546443666514e-01 5.416583972829267513e-01 3.299885124375898093e-02
1.188525736053128841e-296 -2.188461571298651620e+02 5.757283456041408787e-01 1.741199003271308443e-02 7.984264041401172296e-01 5.610812986812588853e-03 1.490385991037767699e+00 1.113049906484066542e-01 2.766538063970247832e-02
1.632354674443237403e-296 -2.185263472337227313e+02 6.274111945204908780e-01 2.513767767626271077e+00 3.176626628035212008e+00 1.910470098749074419e-02 1.386140980592958760e+00 -5.403131488718427855e-01 2.318728352505516912e-05
2.945504631744081913e-294 -2.133284204512316364e+02 1.050711275163244807e+00 4.861041296078845442e-04 2.687584634427000463e+00 7.393917091250561124e-02 7.821190169649608892e-01 3.360426157385562052e-01 1.382614902053217465e-01
8.783283846551151492e-294 -2.122333502535567789e+02 2.485275127011540852e-01 1.016322323557066643e+00 3.503433228205111716e-01 1.129440085844492653e-01 1.766062041205513244e+00 6.191289111455339222e-01 3.665523484766880709e-06
1.807606569661978861e-293 -2.115091118796823366e+02 2.245250868149292756e-01 8.968383727013314044e-03 3.007091197006505734e+00 1.397969850293775407e-01 4.511596872519518103e-02 6.333704132350612692e-01 5.802862082252231435e-01
